InvoiceId,EBELN,MBLNR,VendorId,InvoiceDate,GR_Date,Qty_PO,Qty_GR,Qty_Invoiced,Unit_Price_PO_EUR,Unit_Price_Invoice_EUR,Amount_PO_EUR,Amount_Invoice_EUR,Price_Delta_EUR,PaymentTerms,Status,Anomaly
MIRO0100685,454501078,495000000685,VND-0005,2021-02-23,2021-02-12,20,20,20,47.54,47.54,950.8,950.8,0.0,NET30,Blocked,
MIRO0100686,454501080,495000000686,VND-0009,2022-01-22,2021-12-30,2,2,2,193247.04,193247.04,386494.08,386494.08,0.0,NET90,Blocked,
MIRO0100687,454501081,495000000687,VND-0012,2023-01-07,2022-12-08,3,1,1,1197746.75,1197746.75,3593240.25,1197746.75,0.0,NET30,Blocked,
MIRO0100688,454501083,495000000688,VND-0009,2020-10-25,2020-10-09,4,3,3,194378.67,194378.67,777514.68,583136.01,0.0,NET45,Paid,
MIRO0100689,454501085,495000000689,VND-0010,2021-03-02,2021-03-01,8,4,4,224896.73,224896.73,1799173.84,899586.92,0.0,NET30,Paid,INVOICE_QTY_EXCESS
MIRO0100690,454501086,495000000690,VND-0004,2021-11-30,2021-11-24,2,2,2,174448.26,174448.26,348896.52,348896.52,0.0,NET60,Paid,
MIRO0100691,454501090,495000000691,VND-0006,2020-03-01,2020-02-27,8,8,8,585727.72,585727.72,4685821.76,4685821.76,0.0,NET60,Posted,
MIRO0100692,454501093,495000000692,VND-0002,2024-11-12,2024-11-01,4,3,3,3464227.86,3464227.86,13856911.44,10392683.58,0.0,NET30,Paid,
MIRO0100693,454501094,495000000693,VND-0015,2020-12-17,2020-12-04,1,1,1,965884.97,965884.97,965884.97,965884.97,0.0,NET45,Posted,
MIRO0100694,454501098,495000000694,VND-0006,2023-10-07,2023-09-18,8,8,8,316100.2,316100.2,2528801.6,2528801.6,0.0,NET90,Paid,
MIRO0100695,454501099,495000000695,VND-0007,2022-11-08,2022-11-06,9,9,9,2798701.83,2798701.83,25188316.47,25188316.47,0.0,NET60,Posted,
MIRO0100696,454501100,495000000696,VND-0012,2023-10-19,2023-09-29,27,27,27,92396.64,92396.64,2494709.28,2494709.28,0.0,NET30,Paid,
MIRO0100697,454501102,495000000697,VND-0003,2024-11-04,2024-10-30,9,7,7,4517062.77,4517062.77,40653564.93,31619439.39,0.0,NET30,Paid,INVOICE_QTY_EXCESS
MIRO0100698,454501103,495000000698,VND-0012,2019-12-20,2019-11-27,3,2,2,5392165.49,5392165.49,16176496.47,10784330.98,0.0,NET90,Paid,
MIRO0100699,454501104,495000000699,VND-0014,2019-10-04,2019-09-14,39,22,22,79445.72,79445.72,3098383.08,1747805.84,0.0,NET60,Parked,
MIRO0100700,454501105,495000000700,VND-0014,2020-10-15,2020-10-05,27,27,27,86843.84,86843.84,2344783.68,2344783.68,0.0,NET30,Parked,
MIRO0100701,454501106,495000000701,VND-0012,2022-11-27,2022-11-17,6,5,5,1882967.99,1882967.99,11297807.94,9414839.95,0.0,NET90,Paid,
MIRO0100702,454501107,495000000702,VND-0009,2024-06-04,2024-05-10,3,3,3,3410433.61,3410433.61,10231300.83,10231300.83,0.0,NET90,Posted,
MIRO0100703,454501108,495000000703,VND-0009,2021-12-03,2021-11-03,20,19,19,95081.67,95081.67,1901633.4,1806551.73,0.0,NET90,Blocked,
MIRO0100704,454501109,495000000704,VND-0007,2021-08-06,2021-07-21,10,10,10,195081.49,195081.49,1950814.9,1950814.9,0.0,NET45,Posted,
MIRO0100705,454501114,495000000705,VND-0013,2022-03-24,2022-03-04,5,2,2,343487.44,343487.44,1717437.2,686974.88,0.0,NET30,Paid,
MIRO0100706,454501115,495000000706,VND-0006,2022-01-20,2022-01-17,7,7,7,5848929.84,5848929.84,40942508.88,40942508.88,0.0,NET90,Blocked,
MIRO0100707,454501117,495000000707,VND-0015,2022-12-30,2022-12-12,4,4,4,398694.54,398694.54,1594778.16,1594778.16,0.0,NET90,Blocked,
MIRO0100708,454501118,495000000708,VND-0011,2021-09-08,2021-08-16,9,9,9,197734.73,197734.73,1779612.57,1779612.57,0.0,NET45,Posted,
MIRO0100709,454501120,495000000709,VND-0003,2023-09-28,2023-09-09,5,5,5,4231675.43,4231675.43,21158377.15,21158377.15,0.0,NET30,Paid,
MIRO0100710,454501124,495000000710,VND-0006,2022-03-29,2022-03-11,6,6,6,172671.32,172671.32,1036027.92,1036027.92,0.0,NET90,Parked,
MIRO0100711,454501126,495000000711,VND-0007,2024-09-09,2024-08-18,5,5,5,87923.31,87923.31,439616.55,439616.55,0.0,NET30,Paid,
MIRO0100712,454501127,495000000712,VND-0002,2020-04-28,2020-03-30,2,2,2,3985143.7,4719237.1,7970287.4,9438474.2,1468186.8,NET60,Paid,INVOICE_PRICE_DEVIATION
MIRO0100713,454501131,495000000713,VND-0002,2021-08-31,2021-08-18,3,1,1,3445001.36,3445001.36,10335004.08,3445001.36,0.0,NET90,Parked,
MIRO0100714,454501134,495000000714,VND-0009,2023-12-28,2023-12-27,10,10,10,3997432.31,3997432.31,39974323.1,39974323.1,0.0,NET45,Paid,
MIRO0100715,454501136,495000000715,VND-0012,2024-07-29,2024-07-18,1,1,1,48.52,48.52,48.52,48.52,0.0,NET45,Paid,
MIRO0100716,454501137,495000000716,VND-0004,2022-05-26,2022-05-13,4,4,4,1777010.72,1777010.72,7108042.88,7108042.88,0.0,NET45,Posted,
MIRO0100717,454501139,495000000717,VND-0007,2024-07-28,2024-07-01,7,6,6,4100361.87,4100361.87,28702533.09,24602171.22,0.0,NET45,Parked,
MIRO0100718,454501143,495000000718,VND-0013,2024-07-02,2024-06-27,3,1,1,94468.69,94468.69,283406.07,94468.69,0.0,NET60,Paid,
MIRO0100719,454501144,495000000719,VND-0004,2021-10-14,2021-09-17,8,4,4,5896485.32,5896485.32,47171882.56,23585941.28,0.0,NET45,Blocked,
MIRO0100720,454501145,495000000720,VND-0013,2021-03-13,2021-02-12,4,2,2,320387.11,320387.11,1281548.44,640774.22,0.0,NET60,Blocked,
MIRO0100721,454501146,495000000721,VND-0015,2019-06-25,2019-06-16,7,7,7,3885957.34,3885957.34,27201701.38,27201701.38,0.0,NET60,Posted,
MIRO0100722,454501147,495000000722,VND-0006,2021-12-09,2021-11-14,3,3,3,10197924.1,10197924.1,30593772.3,30593772.3,0.0,NET90,Posted,
MIRO0100723,454501148,495000000723,VND-0013,2025-04-08,2025-03-28,10,5,5,1779581.5,1779581.5,17795815.0,8897907.5,0.0,NET45,Blocked,
MIRO0100724,454501149,495000000724,VND-0003,2023-05-17,2023-04-28,28,28,28,43.06,43.06,1205.68,1205.68,0.0,NET60,Blocked,
MIRO0100725,454501150,495000000725,VND-0003,2019-10-03,2019-09-07,21,19,19,7811.34,7811.34,164038.14,148415.46,0.0,NET30,Parked,
MIRO0100726,454501151,495000000726,VND-0010,2020-05-16,2020-05-03,9,8,8,4482639.43,4482639.43,40343754.87,35861115.44,0.0,NET60,Paid,INVOICE_QTY_EXCESS
MIRO0100727,454501153,495000000727,VND-0005,2022-09-30,2022-09-02,2,2,2,1925273.06,1925273.06,3850546.12,3850546.12,0.0,NET90,Paid,INVOICE_QTY_EXCESS
MIRO0100728,454501154,495000000728,VND-0015,2020-04-19,2020-04-09,10,8,8,3946443.87,3946443.87,39464438.7,31571550.96,0.0,NET45,Posted,
MIRO0100729,454501155,495000000729,VND-0015,2021-12-02,2021-11-12,4,2,2,314408.97,314408.97,1257635.88,628817.94,0.0,NET30,Paid,
MIRO0100730,454501157,495000000730,VND-0002,2022-09-06,2022-09-02,6,6,6,2578701.59,2578701.59,15472209.54,15472209.54,0.0,NET45,Posted,
MIRO0100731,454501158,495000000731,VND-0010,2022-10-01,2022-09-14,1,1,1,211208.06,211208.06,211208.06,211208.06,0.0,NET45,Posted,
MIRO0100732,454501159,495000000732,VND-0001,2019-10-24,2019-10-22,6,4,4,197855.78,197855.78,1187134.68,791423.12,0.0,NET90,Posted,
MIRO0100733,454501160,495000000733,VND-0011,2024-05-19,2024-05-08,19,9,9,8156.76,8156.76,154978.44,73410.84,0.0,NET60,Posted,
MIRO0100734,454501161,495000000734,VND-0004,2020-07-14,2020-07-07,5,5,5,3973427.81,3973427.81,19867139.05,19867139.05,0.0,NET45,Paid,
MIRO0100735,454501162,495000000735,VND-0007,2023-09-12,2023-08-27,29,29,29,74084.85,74084.85,2148460.65,2148460.65,0.0,NET30,Posted,
MIRO0100736,454501163,495000000736,VND-0004,2025-01-29,2025-01-15,10,10,10,1855286.31,1855286.31,18552863.1,18552863.1,0.0,NET30,Paid,
MIRO0100737,454501165,495000000737,VND-0003,2020-08-25,2020-08-16,6,5,5,5437860.38,5437860.38,32627162.28,27189301.9,0.0,NET30,Posted,
MIRO0100738,454501166,495000000738,VND-0013,2020-12-13,2020-11-18,6,6,6,3852231.16,3852231.16,23113386.96,23113386.96,0.0,NET90,Posted,INVOICE_QTY_EXCESS
MIRO0100739,454501167,495000000739,VND-0009,2022-10-24,2022-10-07,2,2,2,373043.93,373043.93,746087.86,746087.86,0.0,NET90,Parked,
MIRO0100740,454501168,495000000740,VND-0010,2022-01-13,2021-12-24,7,7,7,977684.05,977684.05,6843788.35,6843788.35,0.0,NET90,Posted,
MIRO0100741,454501171,495000000741,VND-0001,2019-10-17,2019-10-05,9,9,9,2987279.45,2987279.45,26885515.05,26885515.05,0.0,NET60,Blocked,
MIRO0100742,454501172,495000000742,VND-0005,2021-07-12,2021-06-13,6,6,6,645166.27,645166.27,3870997.62,3870997.62,0.0,NET90,Blocked,
MIRO0100743,454501173,495000000743,VND-0005,2023-01-15,2023-01-04,8,8,8,2797014.81,2797014.81,22376118.48,22376118.48,0.0,NET90,Paid,
MIRO0100744,454501174,495000000744,VND-0001,2021-08-17,2021-08-02,1,0,0,358035.05,358035.05,358035.05,0.0,0.0,NET45,Posted,
MIRO0100745,454501176,495000000745,VND-0012,2021-10-25,2021-10-02,10,10,10,9943274.3,9943274.3,99432743.0,99432743.0,0.0,NET60,Blocked,
MIRO0100746,454501179,495000000746,VND-0005,2021-11-09,2021-10-29,5,5,5,982129.97,982129.97,4910649.85,4910649.85,0.0,NET60,Paid,
MIRO0100747,454501180,495000000747,VND-0008,2023-03-10,2023-02-27,1,1,1,906296.27,906296.27,906296.27,906296.27,0.0,NET60,Posted,
MIRO0100748,454501181,495000000748,VND-0004,2022-06-16,2022-06-11,10,10,10,9897635.85,9897635.85,98976358.5,98976358.5,0.0,NET30,Paid,
MIRO0100749,454501186,495000000749,VND-0007,2022-01-18,2021-12-23,33,28,28,62.27,62.27,2054.91,1743.56,0.0,NET30,Posted,
MIRO0100750,454501187,495000000750,VND-0004,2021-07-13,2021-06-15,7,7,7,587923.19,620794.17,4115462.33,4345559.19,230096.86,NET45,Paid,INVOICE_PRICE_DEVIATION
MIRO0100751,454501188,495000000751,VND-0002,2024-03-13,2024-03-01,4,4,4,356603.42,356603.42,1426413.68,1426413.68,0.0,NET45,Posted,
MIRO0100752,454501189,495000000752,VND-0004,2021-12-02,2021-11-24,10,9,9,804899.13,804899.13,8048991.3,7244092.17,0.0,NET30,Paid,
MIRO0100753,454501190,495000000753,VND-0003,2021-08-10,2021-07-13,4,2,2,276103.29,276103.29,1104413.16,552206.58,0.0,NET60,Posted,
MIRO0100754,454501193,495000000754,VND-0006,2022-03-04,2022-03-02,8,8,8,232376.06,232376.06,1859008.48,1859008.48,0.0,NET90,Parked,
MIRO0100755,454501195,495000000755,VND-0012,2021-04-22,2021-04-16,23,21,21,80877.52,80877.52,1860182.96,1698427.92,0.0,NET60,Paid,
MIRO0100756,454501196,495000000756,VND-0015,2024-10-08,2024-09-21,9,9,9,9917279.97,9917279.97,89255519.73,89255519.73,0.0,NET90,Posted,
MIRO0100757,454501197,495000000757,VND-0007,2020-06-14,2020-05-17,4,4,4,4204544.69,4204544.69,16818178.76,16818178.76,0.0,NET90,Blocked,
MIRO0100758,454501198,495000000758,VND-0012,2025-01-13,2024-12-23,2,2,2,199713.09,199713.09,399426.18,399426.18,0.0,NET60,Parked,
MIRO0100759,454501199,495000000759,VND-0003,2021-07-07,2021-07-02,17,14,14,47.95,47.95,815.15,671.3,0.0,NET45,Paid,
