EBELN,MATNR,VendorId,VendorName,Qty_Ordered,UOM,Unit_Price_EUR,Total_Value_EUR,Currency,PO_Date,Delivery_Required_Date,Plant,PurchaseGroup,Status,Anomaly
454500607,MAT-RAFx-003,VND-0005,Hindustan Aeronautics Ltd,6,Landing Gear,979141.05,5874846.3,EUR,2024-02-01,2024-05-24,Merignac,PG-MRO,Fully Delivered,
454500608,MAT-FAL8-002,VND-0002,Thales Group,9,Airframe,330612.69,2975514.21,EUR,2023-01-28,2023-11-15,Bangalore,PG-MRO,Fully Delivered,
454500609,MAT-RAFx-002,VND-0013,Collins Aerospace,3,Airframe,1918728.8,5756186.4,EUR,2022-03-04,2022-06-18,Merignac,PG-MRO,Open,
454500610,MAT-RAFx-010,VND-0005,Hindustan Aeronautics Ltd,8,Avionics,599047.03,4792376.24,EUR,2020-01-06,2020-04-05,Merignac,PG-SAFETY,Cancelled,
454500611,MAT-RAFx-009,VND-0001,Safran Aircraft Engines,8,Safety,779703.93,6237631.44,EUR,2021-10-18,2022-08-22,Hyderabad,PG-AVIONICS,Fully Delivered,
454500612,MAT-RAFx-007,VND-0010,Elbit Systems India,8,Structure,327339.34,2618714.72,EUR,2021-06-23,2021-09-01,Nagpur,PG-SAFETY,Fully Delivered,PRICE_DEVIATION_HIGH
454500613,MAT-MRO-003,VND-0014,GE Aviation,14,MRO,12700.49,177806.86,EUR,2019-10-31,2019-12-28,Bangalore,PG-SAFETY,Fully Delivered,PRICE_DEVIATION_HIGH
454500614,MAT-RAFx-010,VND-0006,Reliance Defence Ltd,2,Avionics,575263.91,1150527.82,EUR,2021-05-03,2021-09-01,Bangalore,PG-SAFETY,Open,
454500615,MAT-MRO-003,VND-0003,Tata Advanced Systems Ltd,30,MRO,8527.13,255813.9,EUR,2021-01-07,2021-02-24,Nagpur,PG-MRO,Open,
454500616,MAT-RAFx-003,VND-0013,Collins Aerospace,7,Landing Gear,1002183.06,7015281.42,EUR,2019-05-13,2019-11-08,Nagpur,PG-ENGINE,Fully Delivered,
454500617,MAT-MRO-002,VND-0007,Martin Baker Aircraft,34,MRO,42.91,1458.94,EUR,2020-03-04,2021-02-10,Bangalore,PG-AIRFRAME,Open,
454500618,MAT-MRO-001,VND-0012,Bharat Electronics Ltd,45,MRO,76257.34,3431580.3,EUR,2023-06-03,2023-11-27,Nagpur,PG-SAFETY,Partially Delivered,
454500619,MAT-MRO-004,VND-0010,Elbit Systems India,23,MRO,98286.99,2260600.77,EUR,2022-06-12,2023-04-26,Hyderabad,PG-MRO,Fully Delivered,
454500620,MAT-RAFx-006,VND-0015,Honeywell Aerospace India,10,Avionics,5434971.66,54349716.6,EUR,2020-08-17,2020-12-24,Merignac,PG-AVIONICS,Open,PRICE_DEVIATION_HIGH
454500621,MAT-MRO-005,VND-0007,Martin Baker Aircraft,7,MRO,171546.57,1200825.99,EUR,2020-12-17,2021-10-29,Bordeaux,PG-ENGINE,Fully Delivered,
454500622,MAT-RAFx-009,VND-0013,Collins Aerospace,2,Safety,1162233.17,2324466.34,EUR,2021-11-03,2022-09-10,Nagpur,PG-MRO,Partially Delivered,PRICE_DEVIATION_HIGH
454500623,MAT-MRO-004,VND-0010,Elbit Systems India,2,MRO,96887.67,193775.34,EUR,2020-02-02,2020-08-19,Hyderabad,PG-MRO,Fully Delivered,
454500624,MAT-RAFx-002,VND-0011,Dynamatic Technologies,3,Airframe,1794670.71,5384012.13,EUR,2022-07-08,2023-03-30,Nagpur,PG-MRO,Cancelled,
454500625,MAT-FAL8-004,VND-0015,Honeywell Aerospace India,1,Avionics,2001872.14,2001872.14,EUR,2020-09-05,2021-07-21,Bangalore,PG-AIRFRAME,Fully Delivered,
454500626,MAT-RAFx-007,VND-0010,Elbit Systems India,6,Structure,220064.39,1320386.34,EUR,2023-12-24,2024-07-22,Merignac,PG-ENGINE,Open,
454500627,MAT-FAL8-003,VND-0011,Dynamatic Technologies,9,Engine,2953397.79,26580580.11,EUR,2022-03-15,2023-02-18,Nagpur,PG-ENGINE,Partially Delivered,
454500628,MAT-RAFx-002,VND-0005,Hindustan Aeronautics Ltd,7,Airframe,1680997.76,11766984.32,EUR,2023-12-02,2024-05-01,Nagpur,PG-AVIONICS,Partially Delivered,
454500629,MAT-MRO-002,VND-0005,Hindustan Aeronautics Ltd,12,MRO,42.21,506.52,EUR,2023-05-27,2023-07-15,Hyderabad,PG-SAFETY,Fully Delivered,
454500630,MAT-RAFx-001,VND-0013,Collins Aerospace,8,Airframe,4472130.3,35777042.4,EUR,2019-11-12,2020-03-18,Bangalore,PG-ENGINE,Partially Delivered,
454500631,MAT-FAL8-001,VND-0003,Tata Advanced Systems Ltd,2,Airframe,9989650.55,19979301.1,EUR,2024-04-05,2025-01-24,Merignac,PG-MRO,Fully Delivered,
454500632,MAT-FAL8-003,VND-0012,Bharat Electronics Ltd,9,Engine,2627894.52,23651050.68,EUR,2020-09-28,2020-11-19,Merignac,PG-ENGINE,Fully Delivered,
454500633,MAT-FAL8-005,VND-0015,Honeywell Aerospace India,1,Interior,3933285.1,3933285.1,EUR,2023-04-19,2023-10-25,Bordeaux,PG-ENGINE,Open,
454500634,MAT-RAFx-007,VND-0004,Dassault Reliance Aerospace,5,Structure,202495.42,1012477.1,EUR,2020-10-15,2021-06-27,Bordeaux,PG-ENGINE,Fully Delivered,
454500635,MAT-RAFx-004,VND-0001,Safran Aircraft Engines,10,Engine,5552470.67,55524706.7,EUR,2019-07-29,2019-12-11,Nagpur,PG-AVIONICS,Fully Delivered,
454500636,MAT-RAFx-010,VND-0010,Elbit Systems India,4,Avionics,587390.48,2349561.92,EUR,2020-09-29,2021-09-07,Merignac,PG-AVIONICS,Cancelled,
454500637,MAT-RAFx-001,VND-0008,Pratt & Whitney,1,Airframe,3935182.89,3935182.89,EUR,2019-04-21,2019-07-04,Bangalore,PG-SAFETY,Partially Delivered,
454500638,MAT-FAL8-005,VND-0010,Elbit Systems India,6,Interior,4073960.12,24443760.72,EUR,2023-08-02,2023-12-11,Bangalore,PG-AIRFRAME,Fully Delivered,
454500639,MAT-FAL8-005,VND-0010,Elbit Systems India,3,Interior,3926439.67,11779319.01,EUR,2023-07-02,2024-03-27,Hyderabad,PG-MRO,Open,
454500640,MAT-RAFx-008,VND-0004,Dassault Reliance Aerospace,3,Fuel System,401954.65,1205863.95,EUR,2022-06-17,2022-11-26,Nagpur,PG-ENGINE,Cancelled,
454500641,MAT-FAL8-005,VND-0008,Pratt & Whitney,1,Interior,3907925.41,3907925.41,EUR,2019-08-20,2020-03-16,Nagpur,PG-ENGINE,Fully Delivered,
454500642,MAT-MRO-005,VND-0010,Elbit Systems India,3,MRO,185235.31,555705.93,EUR,2021-04-10,2021-07-03,Nagpur,PG-SAFETY,Partially Delivered,
454500643,MAT-FAL8-005,VND-0007,Martin Baker Aircraft,10,Interior,4141832.96,41418329.6,EUR,2022-06-25,2022-11-26,Hyderabad,PG-AIRFRAME,Fully Delivered,
454500644,MAT-FAL8-001,VND-0004,Dassault Reliance Aerospace,10,Airframe,9395345.72,93953457.2,EUR,2021-06-10,2022-04-26,Bordeaux,PG-AVIONICS,Fully Delivered,
454500645,MAT-RAFx-003,VND-0012,Bharat Electronics Ltd,10,Landing Gear,1001185.73,10011857.3,EUR,2019-08-23,2020-07-21,Merignac,PG-MRO,Fully Delivered,
454500646,MAT-RAFx-006,VND-0005,Hindustan Aeronautics Ltd,7,Avionics,3445207.72,24116454.04,EUR,2019-08-11,2020-07-11,Hyderabad,PG-AIRFRAME,Fully Delivered,
454500647,MAT-RAFx-003,VND-0004,Dassault Reliance Aerospace,3,Landing Gear,1008863.75,3026591.25,EUR,2024-01-24,2025-01-13,Bordeaux,PG-MRO,Fully Delivered,
454500648,MAT-MRO-003,VND-0005,Hindustan Aeronautics Ltd,25,MRO,8351.63,208790.75,EUR,2021-07-04,2021-11-11,Nagpur,PG-SAFETY,Partially Delivered,
454500649,MAT-RAFx-010,VND-0015,Honeywell Aerospace India,7,Avionics,641604.89,4491234.23,EUR,2024-02-18,2024-09-11,Bangalore,PG-SAFETY,Blocked,
454500650,MAT-FAL8-003,VND-0014,GE Aviation,3,Engine,2957922.32,8873766.96,EUR,2019-05-08,2019-12-13,Merignac,PG-SAFETY,Cancelled,
454500651,MAT-FAL8-002,VND-0002,Thales Group,5,Airframe,338722.8,1693614.0,EUR,2020-04-26,2021-01-02,Nagpur,PG-MRO,Fully Delivered,
454500652,MAT-FAL8-003,VND-0007,Martin Baker Aircraft,7,Engine,2820213.22,19741492.54,EUR,2022-09-18,2023-01-14,Hyderabad,PG-ENGINE,Fully Delivered,
454500653,MAT-FAL8-004,VND-0003,Tata Advanced Systems Ltd,5,Avionics,2051226.64,10256133.2,EUR,2022-10-04,2023-01-06,Merignac,PG-AVIONICS,Open,
454500654,MAT-MRO-001,VND-0011,Dynamatic Technologies,28,MRO,80699.7,2259591.6,EUR,2019-10-06,2019-12-18,Hyderabad,PG-SAFETY,Open,
454500655,MAT-FAL8-004,VND-0010,Elbit Systems India,3,Avionics,1886135.89,5658407.67,EUR,2021-05-18,2022-03-26,Bordeaux,PG-AVIONICS,Fully Delivered,
454500656,MAT-FAL8-004,VND-0010,Elbit Systems India,1,Avionics,1923693.3,1923693.3,EUR,2023-10-01,2024-02-29,Bangalore,PG-SAFETY,Fully Delivered,
454500657,MAT-FAL8-002,VND-0001,Safran Aircraft Engines,1,Airframe,323489.26,323489.26,EUR,2022-12-14,2023-07-20,Merignac,PG-AVIONICS,Open,
454500658,MAT-MRO-002,VND-0014,GE Aviation,49,MRO,47.01,2303.49,EUR,2021-08-10,2022-05-31,Merignac,PG-AVIONICS,Open,
454500659,MAT-MRO-001,VND-0011,Dynamatic Technologies,48,MRO,76964.84,3694312.32,EUR,2022-10-01,2022-12-09,Bangalore,PG-ENGINE,Fully Delivered,
454500660,MAT-MRO-005,VND-0001,Safran Aircraft Engines,6,MRO,186036.98,1116221.88,EUR,2019-01-23,2019-10-20,Bangalore,PG-ENGINE,Fully Delivered,
454500661,MAT-FAL8-004,VND-0006,Reliance Defence Ltd,5,Avionics,1835919.37,9179596.85,EUR,2019-03-14,2020-02-12,Bangalore,PG-ENGINE,Fully Delivered,
454500662,MAT-RAFx-002,VND-0011,Dynamatic Technologies,8,Airframe,1822504.63,14580037.04,EUR,2022-03-19,2022-05-14,Bangalore,PG-AIRFRAME,Fully Delivered,
454500663,MAT-RAFx-010,VND-0008,Pratt & Whitney,2,Avionics,582980.68,1165961.36,EUR,2019-06-07,2019-11-26,Nagpur,PG-ENGINE,Partially Delivered,
454500664,MAT-RAFx-001,VND-0012,Bharat Electronics Ltd,2,Airframe,4269768.07,8539536.14,EUR,2024-02-07,2025-01-04,Nagpur,PG-AVIONICS,Fully Delivered,
454500665,MAT-RAFx-009,VND-0013,Collins Aerospace,4,Safety,778117.83,3112471.32,EUR,2023-06-26,2024-04-21,Merignac,PG-AVIONICS,Cancelled,
454500666,MAT-MRO-005,VND-0015,Honeywell Aerospace India,3,MRO,194993.38,584980.14,EUR,2023-03-22,2023-11-18,Hyderabad,PG-AVIONICS,Fully Delivered,
454500667,MAT-RAFx-007,VND-0010,Elbit Systems India,6,Structure,195025.35,1170152.1,EUR,2020-06-25,2020-09-22,Hyderabad,PG-ENGINE,Open,
454500668,MAT-MRO-001,VND-0012,Bharat Electronics Ltd,49,MRO,80069.51,3923405.99,EUR,2020-04-23,2020-12-03,Nagpur,PG-AVIONICS,Fully Delivered,
454500669,MAT-MRO-002,VND-0014,GE Aviation,28,MRO,41.49,1161.72,EUR,2024-03-13,2024-11-27,Bangalore,PG-AIRFRAME,Partially Delivered,
454500670,MAT-RAFx-004,VND-0015,Honeywell Aerospace India,9,Engine,5620933.25,50588399.25,EUR,2024-05-12,2025-01-18,Nagpur,PG-ENGINE,Fully Delivered,
454500671,MAT-RAFx-009,VND-0005,Hindustan Aeronautics Ltd,2,Safety,749466.92,1498933.84,EUR,2022-04-11,2022-11-27,Bordeaux,PG-SAFETY,Fully Delivered,
454500672,MAT-RAFx-007,VND-0009,MBDA,6,Structure,215971.33,1295827.98,EUR,2020-01-04,2020-07-12,Merignac,PG-AIRFRAME,Fully Delivered,
454500673,MAT-FAL8-004,VND-0002,Thales Group,9,Avionics,1779587.81,16016290.29,EUR,2021-07-02,2022-01-27,Bordeaux,PG-AIRFRAME,Partially Delivered,
454500674,MAT-RAFx-001,VND-0010,Elbit Systems India,2,Airframe,3902224.64,7804449.28,EUR,2022-05-01,2022-09-19,Merignac,PG-AIRFRAME,Blocked,
454500675,MAT-MRO-005,VND-0003,Tata Advanced Systems Ltd,7,MRO,189629.28,1327404.96,EUR,2024-01-17,2025-01-12,Merignac,PG-AVIONICS,Fully Delivered,
454500676,MAT-RAFx-009,VND-0005,Hindustan Aeronautics Ltd,8,Safety,800027.64,6400221.12,EUR,2019-06-05,2020-05-27,Hyderabad,PG-ENGINE,Fully Delivered,
454500677,MAT-RAFx-009,VND-0003,Tata Advanced Systems Ltd,2,Safety,752205.48,1504410.96,EUR,2019-05-08,2019-12-19,Nagpur,PG-ENGINE,Partially Delivered,
454500678,MAT-RAFx-006,VND-0008,Pratt & Whitney,2,Avionics,3695099.3,7390198.6,EUR,2024-03-16,2024-07-26,Hyderabad,PG-AIRFRAME,Fully Delivered,
454500679,MAT-RAFx-005,VND-0009,MBDA,7,Avionics,3915261.54,27406830.78,EUR,2022-08-10,2022-11-02,Merignac,PG-AIRFRAME,Cancelled,
454500680,MAT-RAFx-003,VND-0002,Thales Group,10,Landing Gear,984586.86,9845868.6,EUR,2023-05-11,2024-01-24,Merignac,PG-AIRFRAME,Open,
454500681,MAT-FAL8-003,VND-0005,Hindustan Aeronautics Ltd,3,Engine,2889624.73,8668874.19,EUR,2024-01-27,2024-09-13,Hyderabad,PG-MRO,Fully Delivered,
454500682,MAT-FAL8-004,VND-0007,Martin Baker Aircraft,2,Avionics,1912199.13,3824398.26,EUR,2019-01-07,2019-08-21,Hyderabad,PG-AIRFRAME,Blocked,
454500683,MAT-MRO-004,VND-0009,MBDA,23,MRO,89548.23,2059609.29,EUR,2020-09-12,2021-05-05,Merignac,PG-ENGINE,Open,
454500684,MAT-MRO-003,VND-0014,GE Aviation,22,MRO,7649.56,168290.32,EUR,2021-07-30,2022-01-24,Merignac,PG-MRO,Fully Delivered,
454500685,MAT-RAFx-007,VND-0005,Hindustan Aeronautics Ltd,7,Structure,223321.08,1563247.56,EUR,2022-07-15,2023-02-13,Hyderabad,PG-AVIONICS,Fully Delivered,
454500686,MAT-RAFx-005,VND-0001,Safran Aircraft Engines,4,Avionics,3788639.18,15154556.72,EUR,2022-04-29,2022-09-28,Bangalore,PG-ENGINE,Fully Delivered,
454500687,MAT-MRO-001,VND-0009,MBDA,29,MRO,80598.89,2337367.81,EUR,2019-02-03,2019-03-23,Merignac,PG-MRO,Partially Delivered,
454500688,MAT-RAFx-004,VND-0004,Dassault Reliance Aerospace,9,Engine,5463365.92,49170293.28,EUR,2022-10-20,2023-08-20,Merignac,PG-AIRFRAME,Open,
454500689,MAT-RAFx-005,VND-0008,Pratt & Whitney,1,Avionics,4081120.08,4081120.08,EUR,2024-02-24,2025-02-04,Bordeaux,PG-AIRFRAME,Open,
454500690,MAT-RAFx-006,VND-0011,Dynamatic Technologies,1,Avionics,3939560.11,3939560.11,EUR,2023-08-08,2023-10-26,Bangalore,PG-AIRFRAME,Fully Delivered,
454500691,MAT-RAFx-004,VND-0002,Thales Group,8,Engine,5583580.12,44668640.96,EUR,2022-06-14,2022-11-03,Nagpur,PG-MRO,Open,
454500692,MAT-FAL8-001,VND-0002,Thales Group,10,Airframe,9569744.89,95697448.9,EUR,2020-10-20,2021-03-08,Nagpur,PG-AIRFRAME,Fully Delivered,
454500693,MAT-RAFx-004,VND-0005,Hindustan Aeronautics Ltd,3,Engine,5726644.08,17179932.24,EUR,2019-12-11,2020-07-17,Bangalore,PG-AIRFRAME,Fully Delivered,
454500694,MAT-RAFx-005,VND-0002,Thales Group,10,Avionics,4018741.97,40187419.7,EUR,2019-11-20,2019-12-28,Merignac,PG-AVIONICS,Cancelled,
454500695,MAT-RAFx-003,VND-0012,Bharat Electronics Ltd,10,Landing Gear,1008811.1,10088111.0,EUR,2021-05-02,2022-01-30,Nagpur,PG-SAFETY,Fully Delivered,
454500696,MAT-FAL8-005,VND-0007,Martin Baker Aircraft,4,Interior,4494396.22,17977584.88,EUR,2022-06-04,2022-07-23,Bangalore,PG-AIRFRAME,Fully Delivered,
454500697,MAT-RAFx-010,VND-0006,Reliance Defence Ltd,7,Avionics,570853.35,3995973.45,EUR,2020-04-27,2020-09-02,Merignac,PG-SAFETY,Open,
454500698,MAT-FAL8-002,VND-0014,GE Aviation,9,Airframe,320386.09,2883474.81,EUR,2021-08-08,2022-07-24,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500699,MAT-RAFx-005,VND-0011,Dynamatic Technologies,8,Avionics,4098369.73,32786957.84,EUR,2019-11-24,2020-01-15,Bordeaux,PG-MRO,Open,
454500700,MAT-RAFx-009,VND-0006,Reliance Defence Ltd,10,Safety,818083.18,8180831.8,EUR,2023-04-03,2023-12-21,Bangalore,PG-AVIONICS,Open,
454500701,MAT-RAFx-006,VND-0013,Collins Aerospace,1,Avionics,3691156.35,3691156.35,EUR,2019-08-26,2019-10-31,Bangalore,PG-SAFETY,Cancelled,
454500702,MAT-FAL8-001,VND-0007,Martin Baker Aircraft,4,Airframe,9875571.87,39502287.48,EUR,2024-01-14,2024-07-28,Bordeaux,PG-AIRFRAME,Partially Delivered,
454500703,MAT-RAFx-008,VND-0012,Bharat Electronics Ltd,7,Fuel System,402489.09,2817423.63,EUR,2021-02-08,2021-06-30,Merignac,PG-MRO,Open,
454500704,MAT-RAFx-005,VND-0004,Dassault Reliance Aerospace,10,Avionics,4070474.01,40704740.1,EUR,2021-03-04,2021-10-11,Nagpur,PG-ENGINE,Open,
454500705,MAT-RAFx-007,VND-0006,Reliance Defence Ltd,3,Structure,194278.38,582835.14,EUR,2022-03-10,2022-05-09,Hyderabad,PG-MRO,Partially Delivered,
454500706,MAT-FAL8-004,VND-0003,Tata Advanced Systems Ltd,6,Avionics,1814835.48,10889012.88,EUR,2020-08-27,2021-08-01,Bangalore,PG-AVIONICS,Open,
454500707,MAT-MRO-004,VND-0009,MBDA,15,MRO,85912.9,1288693.5,EUR,2023-10-22,2024-08-14,Bangalore,PG-MRO,Fully Delivered,
454500708,MAT-FAL8-005,VND-0005,Hindustan Aeronautics Ltd,1,Interior,4354571.93,4354571.93,EUR,2023-02-16,2023-07-22,Bordeaux,PG-SAFETY,Partially Delivered,
454500709,MAT-RAFx-005,VND-0015,Honeywell Aerospace India,10,Avionics,4361253.18,43612531.8,EUR,2021-05-05,2021-06-26,Bangalore,PG-AIRFRAME,Open,
454500710,MAT-FAL8-004,VND-0009,MBDA,7,Avionics,1893697.88,13255885.16,EUR,2023-06-23,2023-09-11,Bangalore,PG-AIRFRAME,Fully Delivered,
454500711,MAT-FAL8-004,VND-0004,Dassault Reliance Aerospace,3,Avionics,2819908.68,8459726.04,EUR,2020-05-04,2021-04-30,Bordeaux,PG-MRO,Blocked,PRICE_DEVIATION_HIGH
454500712,MAT-MRO-004,VND-0012,Bharat Electronics Ltd,38,MRO,84999.37,3229976.06,EUR,2021-07-20,2022-04-13,Hyderabad,PG-AVIONICS,Fully Delivered,
454500713,MAT-FAL8-002,VND-0011,Dynamatic Technologies,8,Airframe,330439.79,2643518.32,EUR,2019-01-03,2019-12-20,Nagpur,PG-SAFETY,Open,
454500714,MAT-RAFx-002,VND-0005,Hindustan Aeronautics Ltd,7,Airframe,1872831.75,13109822.25,EUR,2022-11-30,2023-11-08,Merignac,PG-SAFETY,Fully Delivered,
454500715,MAT-FAL8-001,VND-0012,Bharat Electronics Ltd,1,Airframe,9522399.45,9522399.45,EUR,2024-02-07,2024-09-10,Nagpur,PG-MRO,Cancelled,
454500716,MAT-MRO-005,VND-0001,Safran Aircraft Engines,6,MRO,181046.42,1086278.52,EUR,2022-08-20,2023-07-02,Bordeaux,PG-AVIONICS,Fully Delivered,
454500717,MAT-FAL8-001,VND-0004,Dassault Reliance Aerospace,9,Airframe,8912607.67,80213469.03,EUR,2021-09-06,2022-07-30,Bordeaux,PG-ENGINE,Cancelled,
454500718,MAT-FAL8-002,VND-0015,Honeywell Aerospace India,5,Airframe,320182.58,1600912.9,EUR,2021-05-16,2021-11-03,Hyderabad,PG-MRO,Open,
454500719,MAT-MRO-002,VND-0009,MBDA,8,MRO,44.79,358.32,EUR,2021-12-25,2022-10-23,Nagpur,PG-AIRFRAME,Cancelled,
454500720,MAT-RAFx-007,VND-0015,Honeywell Aerospace India,8,Structure,196133.57,1569068.56,EUR,2021-03-11,2021-07-10,Merignac,PG-AVIONICS,Partially Delivered,
454500721,MAT-RAFx-009,VND-0002,Thales Group,3,Safety,779541.83,2338625.49,EUR,2023-11-27,2024-04-09,Nagpur,PG-MRO,Fully Delivered,
454500722,MAT-MRO-003,VND-0015,Honeywell Aerospace India,9,MRO,10792.6,97133.4,EUR,2021-05-10,2022-01-22,Merignac,PG-AVIONICS,Fully Delivered,PRICE_DEVIATION_HIGH
454500723,MAT-MRO-002,VND-0011,Dynamatic Technologies,22,MRO,44.36,975.92,EUR,2020-12-03,2021-12-03,Bangalore,PG-SAFETY,Fully Delivered,
454500724,MAT-MRO-003,VND-0008,Pratt & Whitney,30,MRO,7942.96,238288.8,EUR,2019-09-28,2020-04-01,Hyderabad,PG-ENGINE,Open,
454500725,MAT-RAFx-010,VND-0013,Collins Aerospace,1,Avionics,585115.16,585115.16,EUR,2020-08-05,2021-04-25,Bordeaux,PG-SAFETY,Blocked,
454500726,MAT-RAFx-010,VND-0003,Tata Advanced Systems Ltd,3,Avionics,653661.7,1960985.1,EUR,2022-11-19,2023-03-07,Nagpur,PG-SAFETY,Open,
454500727,MAT-RAFx-005,VND-0008,Pratt & Whitney,5,Avionics,4014504.93,20072524.65,EUR,2020-02-25,2021-01-07,Nagpur,PG-AVIONICS,Fully Delivered,
454500728,MAT-FAL8-002,VND-0008,Pratt & Whitney,9,Airframe,504279.72,4538517.48,EUR,2021-12-28,2022-06-30,Bordeaux,PG-MRO,Open,PRICE_DEVIATION_HIGH
454500729,MAT-FAL8-001,VND-0003,Tata Advanced Systems Ltd,1,Airframe,10214628.25,10214628.25,EUR,2022-01-23,2022-11-08,Hyderabad,PG-ENGINE,Partially Delivered,
454500730,MAT-MRO-004,VND-0011,Dynamatic Technologies,10,MRO,96409.76,964097.6,EUR,2023-02-01,2023-10-15,Hyderabad,PG-AIRFRAME,Partially Delivered,
454500731,MAT-RAFx-005,VND-0011,Dynamatic Technologies,9,Avionics,3848670.72,34638036.48,EUR,2019-02-20,2019-10-13,Nagpur,PG-AIRFRAME,Fully Delivered,
454500732,MAT-FAL8-001,VND-0001,Safran Aircraft Engines,10,Airframe,9714795.23,97147952.3,EUR,2022-04-09,2023-02-02,Nagpur,PG-AVIONICS,Partially Delivered,
454500733,MAT-RAFx-001,VND-0002,Thales Group,9,Airframe,4434831.33,39913481.97,EUR,2022-10-18,2022-12-31,Hyderabad,PG-ENGINE,Blocked,
454500734,MAT-MRO-005,VND-0010,Elbit Systems India,9,MRO,198124.7,1783122.3,EUR,2024-02-04,2024-09-05,Hyderabad,PG-ENGINE,Partially Delivered,
454500735,MAT-FAL8-003,VND-0006,Reliance Defence Ltd,1,Engine,2703523.36,2703523.36,EUR,2020-12-20,2021-06-25,Merignac,PG-AVIONICS,Blocked,
454500736,MAT-FAL8-005,VND-0012,Bharat Electronics Ltd,7,Interior,4404076.66,30828536.62,EUR,2020-08-14,2020-12-05,Hyderabad,PG-MRO,Fully Delivered,
454500737,MAT-RAFx-005,VND-0014,GE Aviation,10,Avionics,4164245.82,41642458.2,EUR,2019-10-22,2020-03-06,Bangalore,PG-ENGINE,Partially Delivered,
454500738,MAT-RAFx-003,VND-0015,Honeywell Aerospace India,10,Landing Gear,988929.34,9889293.4,EUR,2019-07-01,2019-08-03,Hyderabad,PG-AVIONICS,Partially Delivered,
454500739,MAT-MRO-003,VND-0008,Pratt & Whitney,46,MRO,8289.11,381299.06,EUR,2024-02-17,2024-05-27,Nagpur,PG-SAFETY,Open,
454500740,MAT-MRO-001,VND-0001,Safran Aircraft Engines,20,MRO,79015.02,1580300.4,EUR,2020-09-14,2021-06-23,Merignac,PG-AIRFRAME,Fully Delivered,
454500741,MAT-RAFx-005,VND-0005,Hindustan Aeronautics Ltd,5,Avionics,4399153.45,21995767.25,EUR,2023-09-05,2024-08-25,Nagpur,PG-MRO,Fully Delivered,
454500742,MAT-RAFx-006,VND-0008,Pratt & Whitney,4,Avionics,3420838.01,13683352.04,EUR,2023-04-16,2023-10-04,Bangalore,PG-ENGINE,Fully Delivered,
454500743,MAT-MRO-004,VND-0008,Pratt & Whitney,37,MRO,91058.93,3369180.41,EUR,2020-06-12,2021-05-29,Merignac,PG-ENGINE,Fully Delivered,
454500744,MAT-MRO-002,VND-0012,Bharat Electronics Ltd,37,MRO,41.53,1536.61,EUR,2020-06-15,2020-10-06,Hyderabad,PG-AVIONICS,Fully Delivered,
454500745,MAT-FAL8-002,VND-0003,Tata Advanced Systems Ltd,1,Airframe,308360.72,308360.72,EUR,2021-05-09,2022-04-29,Nagpur,PG-ENGINE,Cancelled,
454500746,MAT-MRO-002,VND-0011,Dynamatic Technologies,5,MRO,45.1,225.5,EUR,2023-04-19,2024-04-04,Bordeaux,PG-SAFETY,Open,
454500747,MAT-FAL8-001,VND-0014,GE Aviation,6,Airframe,9996769.43,59980616.58,EUR,2022-11-03,2023-05-06,Nagpur,PG-AIRFRAME,Partially Delivered,
454500748,MAT-MRO-003,VND-0010,Elbit Systems India,23,MRO,8624.19,198356.37,EUR,2019-01-27,2019-05-07,Hyderabad,PG-MRO,Fully Delivered,
454500749,MAT-FAL8-001,VND-0015,Honeywell Aerospace India,3,Airframe,8895675.14,26687025.42,EUR,2019-11-13,2020-08-26,Bangalore,PG-SAFETY,Partially Delivered,
454500750,MAT-MRO-002,VND-0014,GE Aviation,35,MRO,46.53,1628.55,EUR,2022-12-09,2023-03-07,Merignac,PG-AVIONICS,Partially Delivered,
454500751,MAT-RAFx-001,VND-0008,Pratt & Whitney,6,Airframe,4073377.37,24440264.22,EUR,2021-01-12,2021-04-23,Bangalore,PG-SAFETY,Fully Delivered,
454500752,MAT-FAL8-001,VND-0003,Tata Advanced Systems Ltd,5,Airframe,8783714.5,43918572.5,EUR,2023-07-27,2023-10-25,Bordeaux,PG-AVIONICS,Partially Delivered,
454500753,MAT-RAFx-010,VND-0003,Tata Advanced Systems Ltd,4,Avionics,583317.65,2333270.6,EUR,2019-06-10,2020-02-12,Merignac,PG-AIRFRAME,Fully Delivered,
454500754,MAT-MRO-001,VND-0013,Collins Aerospace,28,MRO,69510.2,1946285.6,EUR,2019-08-09,2019-09-24,Merignac,PG-MRO,Fully Delivered,
454500755,MAT-RAFx-004,VND-0015,Honeywell Aerospace India,5,Engine,5098087.72,25490438.6,EUR,2020-09-09,2020-10-14,Bangalore,PG-AVIONICS,Fully Delivered,
454500756,MAT-MRO-004,VND-0015,Honeywell Aerospace India,13,MRO,87359.99,1135679.87,EUR,2020-12-20,2021-02-02,Nagpur,PG-SAFETY,Open,
454500757,MAT-FAL8-002,VND-0006,Reliance Defence Ltd,3,Airframe,338183.07,1014549.21,EUR,2023-05-19,2024-04-26,Merignac,PG-SAFETY,Partially Delivered,
454500758,MAT-RAFx-001,VND-0009,MBDA,4,Airframe,4345025.42,17380101.68,EUR,2024-05-28,2024-11-18,Merignac,PG-AIRFRAME,Open,
