OpportunityId,AccountId,AccountName,OpportunityName,Product,Quantity,Amount_EUR,Stage,Probability,CloseDate,CreatedDate,SalesRep,LeadSource,CycleLength_Days,Anomaly,Region
OPP00134,ACC0027,Swiss Air Force,MRO Contract Rafale — Indonesia (7 units),MRO Contract Rafale,7,32140643.0,Proposal,50,2027-02-02,2020-06-16,Isabelle Bernard,Direct Contact,,,Asia
OPP00135,ACC0027,Swiss Air Force,Upgrade EW Suite — Indonesia (1 units),Upgrade EW Suite,1,8087584.0,Qualification,25,2026-08-01,2021-07-30,Antoine Morel,Referral,,,Asia
OPP00136,ACC0027,Swiss Air Force,Spare Parts Package — Indonesia (1 units),Spare Parts Package,1,1804936.25,Proposal,50,2026-07-27,2021-08-22,Sophie Leclerc,Diplomatic Channel,,,Asia
OPP00137,ACC0028,Belgian Air Force,Falcon 8X — Croatia (6 units),Falcon 8X,6,351412705.69,Proposal,50,2027-01-31,2018-07-23,Isabelle Bernard,Referral,,,Europe
OPP00138,ACC0028,Belgian Air Force,Spare Parts Package — Croatia (1 units),Spare Parts Package,1,1919900.9,Proposal,50,2027-01-09,2017-11-12,Antoine Morel,Government RFP,,,Europe
OPP00139,ACC0028,Belgian Air Force,Training Program — Croatia (1 units),Training Program,1,2764183.42,Prospecting,10,2027-06-11,2020-06-01,Marc Dupont,Direct Contact,,,Europe
OPP00140,ACC0028,Belgian Air Force,MRO Contract Rafale — Croatia (28 units),MRO Contract Rafale,28,148833313.16,Proposal,50,2028-01-09,2018-07-12,Marc Dupont,Government RFP,,,Europe
OPP00141,ACC0028,Belgian Air Force,Spare Parts Package — Croatia (1 units),Spare Parts Package,1,2187490.09,Closed Won,100,2024-04-23,2020-04-08,Sophie Leclerc,Referral,1476.0,,Europe
OPP00142,ACC0028,Belgian Air Force,Spare Parts Package — Croatia (1 units),Spare Parts Package,1,1912120.06,Proposal,50,2027-11-30,2021-05-29,Sophie Leclerc,Diplomatic Channel,,,Europe
OPP00143,ACC0029,Finnish Air Force,Training Program — Spain (1 units),Training Program,1,3265784.95,Proposal,50,2027-02-24,2019-05-09,Isabelle Bernard,Direct Contact,,,Europe
OPP00144,ACC0029,Finnish Air Force,Falcon 8X — Spain (6 units),Falcon 8X,6,345803950.26,Closed Won,100,2024-05-02,2019-11-01,Isabelle Bernard,Diplomatic Channel,1644.0,,Europe
OPP00145,ACC0030,Kuwait Air Force,Offset Industrial Package — Germany (1 units),Offset Industrial Package,1,14702415.29,Negotiation,75,2018-01-01,2022-09-07,Marc Dupont,Diplomatic Channel,,STALE_NEGOTIATION,Europe
OPP00146,ACC0030,Kuwait Air Force,Offset Industrial Package — Germany (1 units),Offset Industrial Package,1,15414541.1,Qualification,25,2027-01-11,2017-12-15,Antoine Morel,Air Show,,,Europe
OPP00147,ACC0030,Kuwait Air Force,Offset Industrial Package — Germany (1 units),Offset Industrial Package,1,16450824.62,Closed Lost,0,2022-08-28,2021-06-25,Jean-Pierre Martin,Air Show,429.0,,Europe
OPP00148,ACC0030,Kuwait Air Force,Falcon 10X — Germany (2 units),Falcon 10X,2,150320287.22,Negotiation,75,2028-04-05,2022-10-26,Isabelle Bernard,Direct Contact,,,Europe
OPP00149,ACC0030,Kuwait Air Force,Offset Industrial Package — Germany (1 units),Offset Industrial Package,1,15571311.92,Proposal,50,2026-05-27,2018-09-10,Jean-Pierre Martin,Air Show,,,Europe
OPP00150,ACC0025,Malaysian RMAF,Falcon 6X — Greece (6 units),Falcon 6X,6,286478376.77,Qualification,25,2023-08-19,2020-04-24,Isabelle Bernard,Government RFP,,,Europe
OPP00151,ACC0022,Lockheed Martin India,Training Program — Egypt (6 units),Training Program,6,16566328.44,Closed Won,100,2018-01-04,2017-02-22,Antoine Morel,Direct Contact,316.0,,Africa
OPP00152,ACC0011,Thales Group,Falcon 8X — India (2 units),Falcon 8X,2,130062944.01,Closed Won,100,2018-08-28,2017-11-04,Marc Dupont,Government RFP,297.0,,Asia
OPP00153,ACC0011,Thales Group,Training Program — India (5 units),Training Program,5,13938562.6,Prospecting,10,2018-10-15,2017-07-25,Jean-Pierre Martin,Referral,,,Asia
OPP00154,ACC0024,Royal Saudi Air Force,MRO Contract Rafale — UAE (11 units),MRO Contract Rafale,11,51909667.26,Prospecting,10,2022-10-18,2018-04-20,Jean-Pierre Martin,Air Show,,,Middle East
OPP00155,ACC0016,Reliance Defence,Falcon 8X — Qatar (11 units),Falcon 8X,11,689145327.98,Proposal,50,2023-05-22,2020-09-08,Antoine Morel,Referral,,,Middle East
OPP00156,ACC0011,Thales Group,Rafale F4 — India (6 units),Rafale F4,6,623858893.51,Qualification,25,2021-07-17,2019-01-20,Isabelle Bernard,Referral,,,Asia
OPP00157,ACC0003,Armée de l'Air française,Spare Parts Package — France (12 units),Spare Parts Package,12,26524835.36,Negotiation,75,2026-06-12,2021-09-24,Sophie Leclerc,Air Show,,,Europe
OPP00158,ACC0022,Lockheed Martin India,Falcon 8X — Egypt (12 units),Falcon 8X,12,768904800.21,Qualification,25,2022-05-06,2018-10-15,Isabelle Bernard,Diplomatic Channel,,,Africa
OPP00159,ACC0014,HAL (Hindustan Aeronautics),Training Program — UAE (3 units),Training Program,3,9300572.53,Negotiation,75,2025-02-07,2021-01-08,Sophie Leclerc,Direct Contact,,,Middle East
OPP00160,ACC0003,Armée de l'Air française,Training Program — France (2 units),Training Program,2,6697669.07,Prospecting,10,2023-08-28,2021-12-11,Marc Dupont,Air Show,,,Europe
OPP00161,ACC0002,Indian Navy,Upgrade EW Suite — Egypt (12 units),Upgrade EW Suite,12,98207491.43,Qualification,25,2027-05-04,2023-05-04,Marc Dupont,Diplomatic Channel,,,Africa
OPP00162,ACC0022,Lockheed Martin India,Upgrade EW Suite — Egypt (12 units),Upgrade EW Suite,12,101776709.31,Proposal,50,2022-05-23,2018-01-26,Sophie Leclerc,Direct Contact,,,Africa
OPP00163,ACC0001,Indian Air Force,MRO Contract Rafale — India (11 units),MRO Contract Rafale,11,57908876.88,Qualification,25,2026-03-13,2021-04-26,Antoine Morel,Diplomatic Channel,,,Asia
OPP00164,ACC0011,Thales Group,Rafale F3-R — India (1 units),Rafale F3-R,1,93871765.35,Negotiation,75,2021-08-21,2018-10-05,Isabelle Bernard,Government RFP,,,Asia
OPP00165,ACC0004,UAE Air Force,Rafale F4 — UAE (8 units),Rafale F4,8,719104509.94,Closed Lost,0,2021-03-29,2020-09-17,Antoine Morel,Government RFP,193.0,,Middle East
OPP00166,ACC0025,Malaysian RMAF,Upgrade EW Suite — Greece (11 units),Upgrade EW Suite,11,84796032.44,Prospecting,10,2022-05-16,2019-08-21,Antoine Morel,Direct Contact,,,Europe
OPP00167,ACC0028,Belgian Air Force,Rafale F4 — Croatia (8 units),Rafale F4,8,747931531.34,Closed Lost,0,2022-10-04,2018-05-02,Jean-Pierre Martin,Air Show,1616.0,,Europe
OPP00168,ACC0023,Egyptian Air Force,Spare Parts Package — France (7 units),Spare Parts Package,7,12050494.12,Prospecting,10,2023-12-01,2023-02-28,Antoine Morel,Diplomatic Channel,,,Europe
OPP00169,ACC0016,Reliance Defence,Falcon 10X — Qatar (9 units),Falcon 10X,9,687622345.85,Closed Lost,0,2024-05-26,2022-02-12,Jean-Pierre Martin,Government RFP,834.0,,Middle East
OPP00170,ACC0017,GE Aviation India,Training Program — Indonesia (6 units),Training Program,6,18324814.56,Negotiation,75,2028-03-19,2023-12-14,Marc Dupont,Direct Contact,,,Asia
OPP00171,ACC0010,Safran Group,Rafale F4 — Germany (2 units),Rafale F4,2,204781237.21,Prospecting,10,2021-09-22,2019-06-28,Marc Dupont,Diplomatic Channel,,,Europe
OPP00172,ACC0013,Tata Advanced Systems,Upgrade EW Suite — France (6 units),Upgrade EW Suite,6,50910183.17,Closed Won,100,2020-07-09,2017-07-07,Sophie Leclerc,Direct Contact,1098.0,,Europe
OPP00173,ACC0014,HAL (Hindustan Aeronautics),Rafale F4 — UAE (5 units),Rafale F4,5,490796376.67,Qualification,25,2021-07-21,2019-02-08,Sophie Leclerc,Direct Contact,,,Middle East
OPP00174,ACC0024,Royal Saudi Air Force,Falcon 6X — UAE (12 units),Falcon 6X,12,513745234.87,Prospecting,10,2025-06-11,2021-08-25,Antoine Morel,Air Show,,,Middle East
OPP00175,ACC0019,Collins Aerospace India,Training Program — Spain (8 units),Training Program,8,25140888.2,Qualification,25,2025-09-12,2022-08-28,Jean-Pierre Martin,Diplomatic Channel,,,Europe
OPP00176,ACC0006,Qatar Emiri Air Force,Rafale F3-R — Qatar (9 units),Rafale F3-R,9,915779912.24,Negotiation,75,2026-08-29,2023-07-25,Sophie Leclerc,Diplomatic Channel,,,Middle East
OPP00177,ACC0020,Rolls-Royce India,Falcon 8X — Germany (12 units),Falcon 8X,12,788092737.29,Proposal,50,2021-10-10,2018-03-01,Antoine Morel,Referral,,,Europe
OPP00178,ACC0012,Dassault Reliance Aerospace,Upgrade EW Suite — Egypt (7 units),Upgrade EW Suite,7,54633567.73,Closed Lost,0,2028-05-08,2023-10-31,Sophie Leclerc,Referral,1651.0,,Africa
OPP00179,ACC0023,Egyptian Air Force,Spare Parts Package — France (6 units),Spare Parts Package,6,13693769.94,Closed Won,100,2023-02-05,2022-01-29,Isabelle Bernard,Diplomatic Channel,372.0,,Europe
OPP00180,ACC0027,Swiss Air Force,Upgrade EW Suite — Indonesia (5 units),Upgrade EW Suite,5,44116893.18,Closed Won,100,2027-05-19,2023-02-22,Antoine Morel,Government RFP,1547.0,,Asia
OPP00181,ACC0014,HAL (Hindustan Aeronautics),Falcon 6X — UAE (4 units),Falcon 6X,4,186705049.82,Closed Won,100,2024-04-11,2020-04-05,Sophie Leclerc,Government RFP,1467.0,,Middle East
OPP00182,ACC0013,Tata Advanced Systems,Upgrade EW Suite — France (9 units),Upgrade EW Suite,9,76197138.63,Closed Won,100,2025-02-16,2020-08-13,Marc Dupont,Diplomatic Channel,1648.0,,Europe
OPP00183,ACC0001,Indian Air Force,Training Program — India (10 units),Training Program,10,30635743.75,Closed Won,100,2024-12-02,2021-09-06,Marc Dupont,Direct Contact,1183.0,,Asia
OPP00184,ACC0007,Indonesian Air Force,Rafale F3-R — Indonesia (9 units),Rafale F3-R,9,714372323.2,Qualification,25,2025-04-11,2021-04-10,Jean-Pierre Martin,Government RFP,,,Asia
OPP00185,ACC0009,Airbus Group,Falcon 10X — Spain (3 units),Falcon 10X,3,257638436.57,Qualification,25,2020-05-28,2019-10-24,Marc Dupont,Government RFP,,,Europe
OPP00186,ACC0022,Lockheed Martin India,Upgrade EW Suite — Egypt (1 units),Upgrade EW Suite,1,7660837.85,Qualification,25,2026-02-09,2022-01-28,Antoine Morel,Government RFP,,,Africa
OPP00187,ACC0024,Royal Saudi Air Force,Upgrade EW Suite — UAE (7 units),Upgrade EW Suite,7,51591603.94,Closed Won,100,2020-09-26,2020-03-24,Isabelle Bernard,Direct Contact,186.0,,Middle East
OPP00188,ACC0018,Honeywell India,Spare Parts Package — Croatia (11 units),Spare Parts Package,11,20763516.27,Prospecting,10,2027-08-11,2023-03-12,Marc Dupont,Government RFP,,,Europe
OPP00189,ACC0024,Royal Saudi Air Force,Offset Industrial Package — UAE (8 units),Offset Industrial Package,8,131879405.35,Closed Won,100,2024-06-08,2021-02-15,Antoine Morel,Government RFP,1209.0,,Middle East
OPP00190,ACC0017,GE Aviation India,Falcon 6X — Indonesia (5 units),Falcon 6X,5,221545007.26,Qualification,25,2019-01-21,2017-11-02,Antoine Morel,Air Show,,,Asia
OPP00191,ACC0011,Thales Group,Spare Parts Package — India (1 units),Spare Parts Package,1,1957104.69,Proposal,50,2024-05-22,2023-03-30,Antoine Morel,Referral,,,Asia
OPP00192,ACC0006,Qatar Emiri Air Force,Rafale F3-R — Qatar (6 units),Rafale F3-R,6,534545676.79,Prospecting,10,2020-10-16,2018-09-27,Antoine Morel,Air Show,,,Middle East
OPP00193,ACC0004,UAE Air Force,Offset Industrial Package — UAE (11 units),Offset Industrial Package,11,155157163.51,Negotiation,75,2024-01-29,2023-06-04,Marc Dupont,Diplomatic Channel,,,Middle East
OPP00194,ACC0021,Boeing India,Falcon 6X — India (3 units),Falcon 6X,3,135834554.64,Qualification,25,2025-12-16,2022-09-01,Antoine Morel,Direct Contact,,,Asia
OPP00195,ACC0015,MBDA India,Rafale F4 — Greece (6 units),Rafale F4,6,522324871.87,Closed Won,100,2021-06-30,2019-05-24,Marc Dupont,Referral,768.0,,Europe
OPP00196,ACC0029,Finnish Air Force,Falcon 6X — Spain (10 units),Falcon 6X,10,454117350.91,Closed Won,100,2027-03-08,2023-04-19,Jean-Pierre Martin,Air Show,1419.0,,Europe
OPP00197,ACC0010,Safran Group,MRO Contract Rafale — Germany (8 units),MRO Contract Rafale,8,36884174.52,Closed Lost,0,2025-06-30,2023-11-19,Jean-Pierre Martin,Referral,589.0,,Europe
OPP00198,ACC0012,Dassault Reliance Aerospace,Spare Parts Package — Egypt (2 units),Spare Parts Package,2,3863051.12,Closed Won,100,2023-06-11,2023-01-22,Antoine Morel,Referral,140.0,,Africa
OPP00199,ACC0012,Dassault Reliance Aerospace,Upgrade EW Suite — Egypt (9 units),Upgrade EW Suite,9,70824028.99,Proposal,50,2021-05-23,2017-06-29,Sophie Leclerc,Referral,,,Africa
OPP00200,ACC0004,UAE Air Force,Upgrade EW Suite — UAE (2 units),Upgrade EW Suite,2,18151416.73,Closed Lost,0,2023-06-17,2018-11-17,Antoine Morel,Diplomatic Channel,1673.0,,Middle East
OPP00201,ACC0011,Thales Group,Rafale F3-R — India (11 units),Rafale F3-R,11,860945131.16,Closed Won,100,2022-01-06,2019-05-24,Jean-Pierre Martin,Government RFP,958.0,,Asia
OPP00202,ACC0014,HAL (Hindustan Aeronautics),Upgrade EW Suite — UAE (12 units),Upgrade EW Suite,12,106904752.27,Negotiation,75,2022-07-13,2021-11-18,Sophie Leclerc,Air Show,,,Middle East
OPP00203,ACC0006,Qatar Emiri Air Force,Training Program — Qatar (12 units),Training Program,12,34182526.06,Prospecting,10,2019-03-24,2017-12-25,Marc Dupont,Diplomatic Channel,,,Middle East
OPP00204,ACC0021,Boeing India,Rafale F4 — India (10 units),Rafale F4,10,1041661505.81,Proposal,50,2022-09-04,2019-11-26,Isabelle Bernard,Direct Contact,,,Asia
OPP00205,ACC0025,Malaysian RMAF,MRO Contract Rafale — Greece (1 units),MRO Contract Rafale,1,4834252.8,Negotiation,75,2022-03-03,2018-04-30,Antoine Morel,Air Show,,,Europe
OPP00206,ACC0028,Belgian Air Force,Offset Industrial Package — Croatia (1 units),Offset Industrial Package,1,15903969.14,Proposal,50,2020-11-17,2017-10-25,Jean-Pierre Martin,Referral,,,Europe
OPP00207,ACC0018,Honeywell India,Falcon 10X — Croatia (10 units),Falcon 10X,10,656963674.82,Proposal,50,2026-10-06,2021-11-28,Jean-Pierre Martin,Direct Contact,,,Europe
OPP00208,ACC0021,Boeing India,Falcon 8X — India (9 units),Falcon 8X,9,494618247.52,Closed Won,100,2024-09-09,2021-05-21,Marc Dupont,Government RFP,1207.0,,Asia
OPP00209,ACC0010,Safran Group,Falcon 10X — Germany (11 units),Falcon 10X,11,920777084.45,Closed Lost,0,2021-06-29,2021-03-09,Antoine Morel,Diplomatic Channel,112.0,,Europe
OPP00210,ACC0008,Croatian Air Force,Falcon 8X — Croatia (2 units),Falcon 8X,2,103503833.06,Negotiation,75,2026-09-06,2023-06-04,Antoine Morel,Air Show,,,Europe
OPP00211,ACC0004,UAE Air Force,Falcon 10X — UAE (4 units),Falcon 10X,4,322346692.81,Qualification,25,2024-09-21,2020-11-09,Antoine Morel,Government RFP,,,Middle East
OPP00212,ACC0012,Dassault Reliance Aerospace,Falcon 8X — Egypt (3 units),Falcon 8X,3,164922550.35,Qualification,25,2021-02-05,2019-11-02,Antoine Morel,Air Show,,,Africa
OPP00213,ACC0005,Hellenic Air Force,Upgrade EW Suite — Greece (8 units),Upgrade EW Suite,8,66777750.67,Proposal,50,2018-06-11,2017-10-27,Marc Dupont,Air Show,,,Europe
OPP00214,ACC0012,Dassault Reliance Aerospace,Falcon 6X — Egypt (12 units),Falcon 6X,12,553056495.85,Proposal,50,2024-09-20,2020-09-17,Sophie Leclerc,Air Show,,,Africa
OPP00215,ACC0018,Honeywell India,Falcon 10X — Croatia (10 units),Falcon 10X,10,653206999.06,Proposal,50,2021-12-10,2019-03-04,Marc Dupont,Diplomatic Channel,,,Europe
OPP00216,ACC0018,Honeywell India,Falcon 10X — Croatia (12 units),Falcon 10X,12,922725881.87,Negotiation,75,2028-02-13,2023-05-06,Marc Dupont,Direct Contact,,,Europe
OPP00217,ACC0013,Tata Advanced Systems,Falcon 8X — France (1 units),Falcon 8X,1,56637866.05,Closed Won,100,2023-04-29,2019-06-27,Isabelle Bernard,Referral,1402.0,,Europe
OPP00218,ACC0015,MBDA India,MRO Contract Rafale — Greece (3 units),MRO Contract Rafale,3,15808110.81,Closed Won,100,2023-07-24,2020-09-20,Isabelle Bernard,Referral,1037.0,,Europe
OPP00219,ACC0017,GE Aviation India,Falcon 10X — Indonesia (8 units),Falcon 10X,8,609300928.71,Negotiation,75,2019-09-04,2018-12-21,Marc Dupont,Government RFP,,,Asia
OPP00220,ACC0028,Belgian Air Force,Upgrade EW Suite — Croatia (4 units),Upgrade EW Suite,4,29727052.65,Closed Won,100,2018-03-18,2017-11-10,Antoine Morel,Air Show,128.0,,Europe
OPP00221,ACC0028,Belgian Air Force,Offset Industrial Package — Croatia (10 units),Offset Industrial Package,10,145731051.04,Qualification,25,2024-01-26,2023-08-14,Antoine Morel,Referral,,,Europe
OPP00222,ACC0006,Qatar Emiri Air Force,Upgrade EW Suite — Qatar (9 units),Upgrade EW Suite,9,71397445.34,Proposal,50,2020-03-01,2018-09-01,Antoine Morel,Referral,,,Middle East
OPP00223,ACC0006,Qatar Emiri Air Force,Falcon 8X — Qatar (8 units),Falcon 8X,8,480161736.68,Proposal,50,2021-01-28,2018-01-06,Jean-Pierre Martin,Government RFP,,,Middle East
OPP00224,ACC0009,Airbus Group,Offset Industrial Package — Spain (11 units),Offset Industrial Package,11,148459255.83,Qualification,25,2023-11-27,2022-10-07,Sophie Leclerc,Diplomatic Channel,,,Europe
OPP00225,ACC0006,Qatar Emiri Air Force,Offset Industrial Package — Qatar (11 units),Offset Industrial Package,11,183423660.13,Closed Won,100,2021-08-06,2018-08-22,Marc Dupont,Air Show,1080.0,,Middle East
OPP00226,ACC0026,Singapore Air Force,Falcon 6X — Qatar (8 units),Falcon 6X,8,331028990.02,Proposal,50,2020-06-13,2019-12-19,Sophie Leclerc,Diplomatic Channel,,,Middle East
OPP00227,ACC0019,Collins Aerospace India,MRO Contract Rafale — Spain (7 units),MRO Contract Rafale,7,34681579.4,Closed Won,100,2022-07-27,2022-02-06,Marc Dupont,Air Show,171.0,,Europe
OPP00228,ACC0026,Singapore Air Force,Upgrade EW Suite — Qatar (11 units),Upgrade EW Suite,11,96702684.91,Negotiation,75,2023-05-25,2019-12-15,Sophie Leclerc,Direct Contact,,,Middle East
OPP00229,ACC0029,Finnish Air Force,Spare Parts Package — Spain (6 units),Spare Parts Package,6,12315643.77,Negotiation,75,2020-03-24,2017-11-15,Sophie Leclerc,Diplomatic Channel,,,Europe
OPP00230,ACC0015,MBDA India,Spare Parts Package — Greece (6 units),Spare Parts Package,6,13142052.35,Negotiation,75,2023-10-27,2020-11-14,Antoine Morel,Air Show,,,Europe
OPP00231,ACC0006,Qatar Emiri Air Force,Upgrade EW Suite — Qatar (3 units),Upgrade EW Suite,3,23567270.65,Prospecting,10,2023-06-08,2019-08-01,Marc Dupont,Government RFP,,,Middle East
OPP00232,ACC0012,Dassault Reliance Aerospace,Falcon 8X — Egypt (3 units),Falcon 8X,3,161497297.05,Closed Won,100,2024-08-29,2023-10-02,Sophie Leclerc,Direct Contact,332.0,,Africa
OPP00233,ACC0017,GE Aviation India,MRO Contract Rafale — Indonesia (12 units),MRO Contract Rafale,12,53040096.56,Negotiation,75,2025-12-05,2022-05-16,Sophie Leclerc,Direct Contact,,,Asia
OPP00234,ACC0020,Rolls-Royce India,Rafale F3-R — Germany (4 units),Rafale F3-R,4,310659587.78,Negotiation,75,2024-06-07,2023-06-08,Antoine Morel,Air Show,,,Europe
OPP00235,ACC0013,Tata Advanced Systems,Offset Industrial Package — France (3 units),Offset Industrial Package,3,39004812.06,Closed Lost,0,2023-01-15,2019-11-24,Isabelle Bernard,Diplomatic Channel,1148.0,,Europe
OPP00236,ACC0015,MBDA India,Offset Industrial Package — Greece (11 units),Offset Industrial Package,11,141171691.76,Closed Lost,0,2021-08-22,2020-03-07,Isabelle Bernard,Diplomatic Channel,533.0,,Europe
OPP00237,ACC0022,Lockheed Martin India,Training Program — Egypt (8 units),Training Program,8,21628080.84,Negotiation,75,2026-04-23,2021-08-10,Antoine Morel,Government RFP,,,Africa
OPP00238,ACC0014,HAL (Hindustan Aeronautics),Offset Industrial Package — UAE (11 units),Offset Industrial Package,11,165534842.97,Closed Won,100,2021-01-17,2018-11-18,Isabelle Bernard,Diplomatic Channel,791.0,,Middle East
OPP00239,ACC0006,Qatar Emiri Air Force,Offset Industrial Package — Qatar (2 units),Offset Industrial Package,2,27568324.08,Qualification,25,2021-08-29,2021-04-28,Sophie Leclerc,Diplomatic Channel,,,Middle East
OPP00240,ACC0017,GE Aviation India,Upgrade EW Suite — Indonesia (11 units),Upgrade EW Suite,11,85882588.33,Negotiation,75,2019-12-02,2018-09-05,Isabelle Bernard,Diplomatic Channel,,,Asia
OPP00241,ACC0024,Royal Saudi Air Force,Offset Industrial Package — UAE (1 units),Offset Industrial Package,1,16699886.87,Negotiation,75,2023-11-12,2022-12-17,Jean-Pierre Martin,Direct Contact,,,Middle East
OPP00242,ACC0007,Indonesian Air Force,Falcon 8X — Indonesia (10 units),Falcon 8X,10,607071477.54,Closed Won,100,2021-08-08,2017-01-05,Isabelle Bernard,Diplomatic Channel,1676.0,,Asia
OPP00243,ACC0001,Indian Air Force,Spare Parts Package — India (6 units),Spare Parts Package,6,13349367.48,Proposal,50,2027-09-09,2022-12-11,Isabelle Bernard,Direct Contact,,,Asia
OPP00244,ACC0007,Indonesian Air Force,MRO Contract Rafale — Indonesia (10 units),MRO Contract Rafale,10,54569315.58,Prospecting,10,2024-06-16,2023-06-18,Marc Dupont,Direct Contact,,,Asia
OPP00245,ACC0009,Airbus Group,Falcon 6X — Spain (2 units),Falcon 6X,2,84148200.04,Proposal,50,2024-05-28,2023-02-06,Jean-Pierre Martin,Air Show,,,Europe
